(123.677,736.019,583.492)
(226.321,591.933,448.631)
(344.446,812.153,771.844)
(515.767,677.244,720.245)
(190.602,692.156,902.1)
(288.927,354.28,790.028)
(380.313,725.517,886.562)
(429.299,458.741,866.217)
(441.088,688.937,872.941)
(424.247,738.464,843.177)
(321.879,683.247,929.158)
(506.83,590.366,836.096)
(395.251,684.326,904.503)
(53.9241,619.304,740.064)
(302.758,733.559,479.995)
(403.305,487.328,513.248)
(109.804,670.858,535.647)
(329.397,514.954,928.961)
(338.145,728.198,903.084)
(502.188,580.591,551.857)
(441.636,439.944,812.92)
(138.935,734.226,544.826)
(427.891,498.695,505.183)
(169.447,410.136,813.55)
(484.095,744.398,685.941)
(188.988,732.871,509.497)
(483.936,651.561,855.037)
(459.625,753.991,597.881)
(305.363,368.514,597.495)
(270.829,832.835,737.168)
(237.846,357.514,613.15)
(323.864,789.013,541.734)
(413.11,412.165,824.148)
(145.251,413.373,778.906)
(283.254,847.986,703.382)
(215.343,709.268,903.055)
(476.974,420.759,702.99)
(338.774,839.182,671.638)
(349.391,358.166,613.595)
(295.622,344.842,635.245)
(197.783,802.405,751.516)
(395.535,783.127,802.969)
(439.517,784.791,608.381)
(280.034,381.171,545.038)
(344.627,643.004,455.628)
(50.8101,627.427,705.367)
(112.7,669.788,552.353)
(243.853,722.061,492.614)
(139.33,687.474,517.596)
(181.797,361.334,720.802)
(449.423,638.189,891.359)
(152.361,734.135,566.094)
(461.72,417.75,718.478)
(276.794,356.892,626.209)
(516.536,696.302,747.034)
(271.41,549.608,456.805)
(530.987,555.359,775.366)
(117.774,552.533,874.9)
(144.681,538.156,488.882)
(256.012,834.603,774.01)
(194.349,399.757,826.548)
(449.44,559.12,888.959)
(74.6379,702.064,750.102)
(464.239,677.743,845.904)
(130.171,474.965,856.062)
(99.655,745.352,645.482)
(221.955,733.491,893.894)
(186.822,445.538,518.748)
(345.445,375.703,820.794)
(415.744,409.586,810.96)
(228.895,753.838,505.45)
(214.164,364.209,798.09)
(529.011,644.469,700.653)
(99.5203,744.351,702.587)
(94.041,449.325,667.119)
(110.867,541.518,861.264)
(467.94,426.614,746.798)
(37.6541,596.579,645.781)
(159.206,780.084,596.593)
(483.789,453.963,782.86)
(460.1,685.68,541.88)
(190.043,355.823,701.422)
(401.971,690.988,503.342)
(425.788,597.132,491.224)
(84.4398,460.519,662.883)
(398.645,802.883,780.598)
(265.235,834.696,664.941)
(479.239,542.883,839.068)
(34.6476,566.828,699.259)
(123.329,780.265,663.88)
(258.272,751.87,517.796)
(434.459,727.177,542.344)
(263.94,835.116,660.316)
(339.025,669.535,454.939)
(280.175,412.274,866.888)
(428.573,472.407,873.544)
(365.854,455.73,886.804)
(278.982,382.505,552.91)
(506.824,471.067,764.238)
(396.915,744.402,869.477)
(276.442,488.857,919.26)
(98.4963,737.177,639.291)
(93.9683,455.375,747.109)
(111.941,753.707,702.987)
(445.89,446.954,559.608)
(473.534,752.59,781.074)
(472.923,448.003,762.817)
(181.112,389.593,593.918)
(449.409,617.929,506.799)
(146.266,392.141,677.194)
(241.542,361.999,577.817)
(117.127,746.556,633.534)
(471.726,554.682,877.78)
(454.392,770.964,664.306)
(49.9097,572.168,637.226)
(60.0696,598.206,771.538)
(347.132,336.774,709.453)
(142.619,434.606,826.774)
(277.411,836.971,664.419)
(387.114,823.641,752.52)
(377.003,833.132,664.271)
(458.58,730.822,559.237)
(413.077,724.339,865.383)
(253.569,681.489,471.434)
(118.992,465.25,541.977)
(86.2945,439.952,680.347)
(284.651,698.259,459.273)
(297.567,630.145,934.776)
(374.623,395.167,829.982)
(416.637,410.486,579.778)
(144.139,607.923,904.354)
(487.446,747.387,729.259)
(178.188,599.005,473.115)
(221.137,763.547,851.087)
(451.935,763.471,726.529)
(61.8396,676.201,641.11)
(114.206,763.777,699.414)
(76.3504,470.972,621.215)
(77.3855,497.948,797.772)
(474.777,612.809,542.754)
(178.057,788.249,768.497)
(75.2834,716.265,664.781)
(196.978,560.468,464.402)
(69.9981,516.545,628.635)
(151.842,793.597,754.925)
(439.123,441.17,547.801)
(471.158,561.176,876.132)
(169.064,392.893,779.506)
(249.612,443.099,506.356)
(377.956,627.003,463.82)
(353.808,388.108,560.713)
(337.915,343.103,678.914)
(110.913,502.363,570.563)
(95.3091,433.445,702.681)
(38.2745,621.728,652.411)
(137.199,436.362,581.821)
(456.93,743.466,592.507)
(107.314,703.995,562.313)
(433.345,787.68,723.289)
(183.051,442.722,869.75)
(490.212,618.33,550.414)
(186.006,668.326,480.285)
(505.767,639.58,814.017)
(65.8164,540.893,798.602)
(408.311,384.874,598.917)
(309.958,816.826,586.664)
(353.444,651.78,935.601)
(131.066,716.643,542.321)
(356.554,827.836,754.357)
(88.725,448.114,673.551)
(253.576,358.448,780.489)
(341.653,754.098,871.282)
(342.208,802.647,566.737)
(466.983,529.731,856.821)
(263.553,800.843,583.809)
(361.121,624.023,458.627)
(48.8895,567.217,732.239)
(409.328,697.627,500.008)
(326.662,518.919,448.998)
(325.91,784.535,865.389)
(240.384,368.282,603.829)
(334.997,496.734,459.17)
(517.942,679.33,676.955)
(228.812,380.469,586.768)
(395.726,810.976,731.686)
(112.75,602.847,864.202)
(249.084,744.018,502.938)
(53.8815,658.317,647.297)
(72.2722,464.425,687.229)
(375.175,401.954,539.714)
(444.961,631.401,501.225)
(487.812,623.35,557.468)
(534.542,523.56,631.323)
(178.751,619.359,469.996)
(189.99,385.328,800.12)
(48.7867,508.544,712.437)
(101.125,682.169,548.933)
(510.11,596.067,817.759)
(140.976,680.017,877.014)
(134.705,791.183,703.958)
(253.017,482.381,922.539)
(380.665,393.942,560.905)
(125.05,470.731,562.97)
(208.176,804.115,614.051)
(422.835,801.26,645.699)
(311.944,595.47,437.158)
(428.966,434.331,847.137)
(381.844,356.144,748.38)
(101.874,535.176,843.664)
(241.535,479.896,911.451)
(385.264,361.669,683.468)
(467.155,543.45,518.881)
(252.529,833.169,659.452)
(289.308,809.106,556.68)
(111.037,485.081,834.879)
(125.671,775.259,644.062)
(162.767,380.052,633.906)
(89.2313,635.773,562.246)
(314.223,723.906,486.754)
(286.45,360.642,761.766)
(486.474,479.575,583.385)
(488.748,672.747,576.744)
(507.306,527.487,814.799)
(134.599,426.563,788.402)
(242.064,491.529,464.187)
(147.647,527.95,499.594)
(443.43,754.019,815.244)
(80.1163,483.45,781.003)
(463.737,407.616,702.811)
(60.4616,645.288,616.763)
(172.987,473.241,876.217)
(201.245,668.669,475.001)
(197.772,358.694,729.945)
(63.1,508.056,681.322)
(347.996,799.186,562.879)
(389.56,405.687,582.12)
(317.448,803.397,576.327)
(465.386,745.742,775.464)
(98.0851,424.707,671.965)
(254.584,599.424,443.147)
(257.114,808.177,820.178)
(441.834,731.321,551.61)
(126.745,412.276,682.487)
(385.818,362.232,662.229)
(528.785,681.304,725.034)
(178.871,629.163,480.515)
(167.031,530.56,909.329)
(481.568,459.668,771.874)
(459.787,771.546,651.956)
(306.832,377.33,551.595)
(309.056,344.747,713.553)
(231.533,592.066,942.583)
(436.184,770.362,588.057)
(418.478,382.592,736.145)
(236.043,434.685,884.37)
(331.885,787.976,539.277)
(415.139,603.339,904.805)
(385.247,440.383,860.086)
(366.806,629.723,465.976)
(494.107,692.472,814.146)
(298.417,830.646,643.94)
(262.474,348.069,779.311)
(220.564,686.624,909.034)
(300.063,584.434,954.615)
(528.614,679.744,687.857)
(500.71,694.723,749.653)
(399.736,805.553,628.077)
(281.456,586.649,939.207)
(311.678,825.106,749.118)
(426.325,703.326,865.925)
(406.249,428.573,550.944)
(157.495,542.551,484.974)
(104.705,717.599,569.215)
(429.274,416.916,828.609)
(292.707,399.31,548.172)
(270.881,350.707,723.344)
(516.147,514.955,603.382)
(148.195,412.99,789.15)
(387.113,815.126,766.122)
(523.32,547.302,600.068)
(339.729,836.982,637.138)
(130.713,447.246,801.994)
(95.292,593.823,858.128)
(501.805,534.015,573.798)
(134.766,459.576,843.764)
(298.43,610.222,443.76)
(188.854,357.738,717.12)
(174.526,568.383,920.455)
(149.557,601.816,482.828)
(46.7961,625.703,714.985)
(368.754,690.307,907.175)
(254.074,638.465,450.274)
(343.321,797.998,558.884)
(125.692,777.27,747.355)
(336.139,353.814,607.021)
(468.851,646.607,862.202)
(203.183,827.308,745.383)
(428.117,789.462,728.342)
(231.343,577.305,933.516)
(430.945,380.593,737.29)
(119.435,535.849,522.828)
(305.875,830.85,749.539)
(137.111,788.718,748.872)
(428.761,420.661,799.954)
(191.01,661.858,481.893)
(291.904,370.56,813.241)
(328.722,341.678,755.497)
(126.92,758.949,612.892)
(99.6593,694.892,564.752)
(448.937,506.508,527.176)
(154.28,489.807,869.684)
(45.7326,626.941,706.474)
(187.597,806.49,759.65)
(234.43,674.352,456.131)
(84.4691,616.458,564.122)
(62.0731,480,722.577)
(246.701,604.79,456.226)
(47.6029,508.626,685.576)
(233.184,766.514,535.6)
(280.777,810.224,808.52)
(345.215,635.638,939.26)
(328.957,824.204,629.741)
(479.397,471.743,593.595)
(295.179,840.046,689.716)
(483.255,572.492,548.627)
(438.181,756.769,812.178)
(210.553,770.779,852.977)
(456.51,436.097,818.732)
(271.263,682.513,453.905)
(198.4,815.88,732.674)
(101.259,433.566,685.321)
(47.926,599.259,646.147)
(191.308,381.594,777.594)
(454.193,590.556,870.594)
(405.691,456.64,512.079)
(378.303,660.405,476.316)
(137.69,663.228,504.267)
(81.7424,546.939,579.498)
(516.955,647.659,592.982)
(168.357,742.248,555.146)
(344.472,783.699,538.201)
(161.467,787.46,794.496)
(114.227,508.859,865.422)
(231.784,830.66,744.159)
(535.315,607.15,762.258)
(120.352,664.681,530.848)
(542.088,587.513,678.644)
(277.01,362.044,602.324)
(251.732,839.746,742.996)
(450,618.431,492.992)
(214.905,619.144,931.453)
(379.919,491.526,917.256)
(138.318,490.599,863.226)
(227.9,382.53,802.815)
(175.22,763.157,832.435)
(340.578,728.327,484.843)
(310.685,335.729,709.104)
(68.6888,611.587,800.429)
(478.361,597.398,857.025)
(41.5924,641.885,646.889)
(147.68,792.769,739.139)
(510.39,606.654,574.182)
(450.61,574.495,513.252)
(287.023,380.344,810.812)
(364.154,781.098,546.528)
(395.866,657.435,485.512)
(129.898,693.505,853.075)
(427.362,623.017,905.616)
(294.102,791.853,857.602)
(80.6779,707.602,601.671)
(328.379,476.017,479.567)
(485.139,448.067,694.792)
(321.68,438.575,888.432)
(364.188,380.823,783.822)
(494.925,461.031,748.348)
(178.309,366.591,717.064)
(292.83,615.283,938.187)
(469.572,470.197,794.881)
(99.9812,446.621,799.133)
(260.714,818.757,781.498)
(449.311,579.866,497.559)
(462.614,668.031,533.92)
(495.076,490.038,800.265)
(83.0417,570.497,847.518)
(122.032,415.503,751.338)
(123.015,499.87,536.761)
(82.3872,533.283,585.334)
(149.566,732.223,843.03)
(239.366,422.564,880.294)
(453.931,434.305,804.538)
(253.975,364.353,815.965)
(433.44,485.885,877.64)
(144.212,788.496,653.802)
(98.5655,455.515,759.877)
(520.057,518.383,624.169)
(201.675,793.394,582.866)
(530.121,556.153,651.188)
(420.118,380.659,721.774)
(508.108,686.913,618.365)
(242.121,800.514,549.305)
(511.218,651.275,776.556)
(397.094,784.404,814.336)
(475.158,757.8,760.572)
(376.479,729.855,895.204)
(343.678,736.036,497.141)
(137.329,396.859,696.377)
(422.296,617.42,483.296)
(360.096,615.663,925.283)
(431.989,388.621,698.313)
(147.069,397.905,761.244)
(427.196,689.772,494.775)
(123.757,598.397,891.164)
(62.1827,494.591,737.936)
(233.113,534.492,455.165)
(254.071,378.464,832.194)
(487.739,726.288,599.85)
(94.0786,439.431,688.79)
(450.007,774.868,628.133)
(111.783,580.37,526.696)
(511.408,557.348,601.275)
(516.183,684.186,731.789)
(243.37,479.191,907.717)
(529.356,520.579,686.474)
(420.503,473.648,883.947)
(100.461,750.328,718.345)
(126.117,767.119,618.742)
(250.104,455.551,890.92)
(129.763,701.272,846.316)
(423.532,800.361,747.55)
(212.338,664.863,930.334)
(228.426,784.605,546.951)
(283.026,537.365,934.759)
(200.672,543.141,465.026)
(486.787,595.778,553.228)
(486.009,706.372,600.611)
(59.4789,532.392,611.178)
(318.649,345.021,698.719)
(250.341,422.069,531.645)
(45.1949,506.219,712.488)
(501.912,456.354,725.562)
(456.521,772.414,764.485)
(422.738,659.982,886.468)
(313.625,532.625,927.451)
(126.171,682.242,848.351)
(315.828,548.775,930.543)
(362.687,635.054,926.473)
(491.664,506.736,814.608)
(358.583,569.192,929.751)
(35.9397,615.174,695.945)
(266.739,473.821,470.99)
(230.723,717.293,897.035)
(48.7847,638.569,622.944)
(448.157,410.779,629.568)
(518.078,531.558,642.284)
(124.224,402.765,685.784)
(304.745,473.034,912.886)
(430.499,607.118,489.421)
(399.344,503.383,494.948)
(45.4945,530.619,751.845)
(379.963,501.779,491.776)
(507.485,713.226,717.838)
(219.105,777.85,862.505)
(168.802,373.238,676.046)
(257.764,622.922,456.745)
(499.403,482.472,631.435)
(502.012,721.172,624.414)
(132.11,771.832,743.022)
(416.43,377.839,683.025)
(289.413,847.371,669.871)
(159.413,373.23,700.246)
(192.117,805.096,599.318)
(186.397,733.454,520.321)
(141.143,731.313,541.79)
(430.026,801.089,713.994)
(306.199,586.261,439.684)
(344.064,528.909,928.742)
(243.812,822.535,639.561)
(252.174,411.574,522.822)
(334.061,652.884,923.075)
(125.097,764.898,776.099)
(333.04,377.021,827.219)
(300.797,516.942,467.247)
(210.841,438.329,870.829)
(301.259,523.919,463.059)
(295.844,462.074,903.99)
(385.315,536.565,922.74)
(539.184,651.033,663.546)
(51.9766,602.929,787.863)
(329.007,825.292,612.207)
(105.726,687.637,563.314)
(545.367,558.5,710.673)
(467.432,501.847,862.353)
(170.032,566.27,483.809)
(477.335,437.178,745.908)
(433.767,789.544,744.244)
(405.07,800.463,767.689)
(141.968,392.869,787.446)
(442.752,581.966,901.738)
(449.689,510.508,523.995)
(425.357,727.606,528.308)
(385.43,641.604,910.154)
(286.62,621.789,454.098)
(173.808,388.394,777.802)
(302.174,781.445,851.701)
(217.604,430.564,517.424)
(112.35,462.325,585.434)
(141.892,701.73,866.597)
(481.476,555.055,548.921)
(499.716,539.595,578.56)
(264.925,682.678,459.285)
(137.943,431.306,582.885)
(517.846,569.828,793.727)
(394.251,822.392,645.392)
(337.23,433.079,875.736)
(437.681,630.004,493.039)
(34.7801,608.894,668.002)
(468.781,427.061,618.743)
(398.504,763.458,827.09)
(266.929,640.74,441.483)
(52.8899,549.519,626.535)
(491.068,449.017,719.122)
(328.194,620.913,941.518)
(247.533,347.321,633.943)
(481.232,742.267,770.949)
(185.564,752.309,547.559)
(112.614,522.848,543.773)
(321.62,838.119,759.923)
(196.572,445.96,868.851)
(231.95,552.276,451.342)
(251.016,727.846,491.665)
(530.882,521.97,663.658)
(267.88,378.744,576.201)
(57.8617,664.678,637.811)
(34.8793,571.383,675.109)
(256.209,441.746,891.543)
(78.1006,699.7,675.367)
(258.64,426.5,883.386)
(135.169,556.763,493.53)
(66.2945,654.547,767.179)
(285.284,535.252,457.31)
(407.356,797.645,611.437)
(489.773,628.754,851.066)
(490.513,712.509,608.009)
(443.944,767.515,764.017)
(130.088,617.672,883.605)
(215.972,370.837,800.878)
(261.98,794.253,844.403)
(456.763,447.534,565.586)
(247.806,657.25,923.683)
(86.6612,468.756,681.859)
(505.129,712.677,635.077)
(449.175,707.189,848.298)
(125.495,619.281,879.946)
(484.332,632.613,536.946)
(311.379,844.94,637.854)
(325.306,840.001,764.588)
(204.144,824.554,770.375)
(381.516,743.673,862.183)
(415.03,773.615,569.272)
(515.754,610.381,609.806)
(297.599,781.318,537.951)
(139.187,423.635,796.847)
(235.901,716.573,891.696)
(356.82,510.033,461.488)
(450.03,484.683,842.62)
(56.8694,611.116,616.955)
(345.949,355.965,604.481)
(380.911,350.705,742.981)
(313.401,533.153,454.219)
(385.15,486.142,906.659)
(355.766,430.781,514.932)
(352.284,819.702,787.524)
(492.561,662.896,558.216)
(524.994,656.797,617.742)
(81.6823,493.622,797.477)
(78.7461,462.394,671.56)
(429.801,375.059,697.374)
(222.621,421.33,524.405)
(69.4091,483.614,727.157)
(159.785,779.618,644.214)
(277.22,657.063,458.975)
(269.477,551.492,931.621)
(166.633,458.132,868.196)
(269.89,788.062,841.552)
(402.21,377.369,648.976)
(497.327,587.049,545.544)
(485.877,543.356,835.795)
(257.545,342.323,630.421)
(425.874,367.277,708.808)
(270.281,348.364,660.495)
(239.286,834.8,745.548)
(144.929,518.973,881.115)
(539.827,621.075,663.593)
(147.764,430.899,586.548)
(159.334,413.902,580.233)
(53.9246,583.175,734.788)
(340.161,565.247,445.938)
(359.894,480.745,476.556)
(400.817,416.189,837.699)
(392.305,688.606,902.077)
(302.226,826.34,635.983)
(228.573,714.276,903.287)
(465.936,736.11,807.573)
(82.1085,554.876,551.008)
(174.437,791.532,777.072)
(395.286,567.332,478.598)
(68.3404,679.809,738.805)
(313.031,764.67,517.205)
(464.506,722.891,568.031)
(129.248,425.843,596.266)
(140.745,757.239,580.116)
(37.9019,576.026,642.155)
(201.526,766.828,843.078)
(408.368,373.301,636.686)
(233.093,496.937,921.581)
(380.894,750.997,875.039)
(339.411,788.254,822.837)
(90.678,458.116,655.922)
(139.145,471.54,852.259)
(414.326,394.807,771.552)
(470.793,527.663,866.186)
(507.764,674.687,617.817)
(486.408,494.716,801.7)
(89.4011,566.295,837.175)
(265.104,680.45,466.683)
(330.067,661.006,447.529)
(501.737,526.229,826.278)
(215.352,624.823,934.927)
(197.811,604.469,922.487)
(207.521,778.941,841.314)
(211.728,423.39,876.066)
(99.8954,452.584,638.022)
(220.653,481.479,917.499)
(197.751,571.792,464.778)
(181.652,582.606,479.487)
(257.588,620.595,948.92)
(279.738,806.279,586.973)
(537.309,576.621,729.339)
(171.085,397.448,764.666)
(403.129,386.288,612.889)
(139.888,519.84,893.785)
(52.5616,534.018,702.006)
(413.008,810.816,746.204)
(287.787,814.116,579.804)
(516.017,580.468,799.979)
(177.27,595.424,479.576)
(185.632,817.769,765.023)
(287.449,759.042,873.761)
(361.721,736.122,501.88)
(448.721,772.744,708.213)
(326.331,342.641,662.441)
(439.774,670.399,507.511)
(407.126,576.25,465.454)
(413.864,801.865,673.064)
(368.061,522.266,930.167)
(280.775,625.62,953.5)
(429.336,793.455,646.455)
(317.495,736.485,883.209)
(302.831,435.049,893.596)
(491.837,649.85,561.795)
(447.5,392.094,640.653)
(125.686,601.084,885.504)
(499.973,522.752,797.967)
(500.323,651.162,810.356)
(334.628,351.626,629.019)
(191.786,773.118,572.57)
(141.287,678.388,512.977)
(412.319,729.494,534.539)
(146.309,423.389,560.792)
(182.971,696.557,893.265)
(93.7969,674.195,541.983)
(319.985,647.591,458.903)
(288.2,737.502,498.886)
(45.5068,545.547,720.145)
(54.9927,630.55,633.149)
(340.656,383.186,831.32)
(145.62,384.062,721.523)
(172.596,576.269,911.003)
(267.542,813.202,587.908)
(490.88,451.347,753.295)
(263.057,412.511,518.452)
(244.812,376.762,574.703)
(463.675,573.381,517.333)
(316.605,839.202,761.114)
(368.941,830.873,724.62)
(84.4005,717.597,639.469)
(144.196,757.339,801.838)
(161.487,565.041,482.921)
(431.302,623.483,497.797)
(428.844,379.253,731.728)
(55.2212,578.927,617.6)
(188.138,622.017,917.329)
(298.292,770.804,871.136)
(128.324,453.733,841.167)
(62.3696,527.798,739.726)
(529.069,651.445,746.405)
(527.417,631.46,697.019)
(329.724,720.782,913.19)
(150.793,552.651,901.339)
(57.3418,606.324,783.783)
(272.203,488.32,472.822)
(320.747,725.732,911.478)
(55.2038,502.491,628.138)
(282.278,518.546,463.47)
(433.547,793.131,639.739)
(160.18,803.721,749.937)
(87.6396,506.713,579.486)
(296.374,432.865,494.508)
(154.557,399.632,752.174)
(381.164,771.718,846.595)
(431.263,683.599,506.111)
(193.695,382.565,780.791)
(63.2732,493.871,717.654)
(501.295,582.129,839.42)
(226.559,818.866,622.219)
(334.723,360.8,805.804)
(203.708,612.947,449.731)
(324.645,572.558,939.999)
(349.472,787.722,834.298)
(254.348,362.378,812.612)
(350.54,566.391,446.497)
(452.792,753.381,804.254)
(144.749,445.392,553.949)
(272.163,824.098,781.565)
(510.559,702.009,636.543)
(544.607,592.004,642.846)
(471.413,625.264,528.968)
(509.932,712.564,636.32)
(207.818,389.963,564.488)
(121.553,599.64,871.346)
(139.455,728.971,845.888)
(496.343,513.225,577.187)
(209.327,789.139,818.929)
(67.2391,700.764,630.878)
(317.214,592.986,455.192)
(50.971,515.321,743.242)
(398.617,817.074,674.77)
(96.6443,494.327,831.551)
(310.657,386.555,827.433)
(191.152,713.13,507.772)
(344.338,757.731,527.521)
(265.437,785.213,556.922)
(485.441,539.211,852.678)
(83.7382,537.969,811.767)
(343.761,365.051,590.479)
(43.8474,610.939,621.829)
(187.83,636.135,918.821)
(505.056,598.492,551.185)
(138.051,778.101,627.697)
(471.536,702.296,565.993)
(115.97,517.26,531.789)
(543.67,583.001,665.296)
(435.198,721.327,549.689)
(414.17,544.116,910.96)
(110.87,564.632,870.524)
(360.234,451.287,511.894)
(174.429,804.57,736.072)
(515.814,494.258,685.662)
(55.2168,522.841,647.582)
(206.961,372.053,784.288)
(272.183,585.689,946.687)
(194.768,815.23,643.478)
(431.956,683.827,509.594)
(222.957,393.291,828.576)
(450.04,574.438,885.389)
(300.771,425.284,878.056)
(187.223,801.897,632.294)
(472.083,735.17,609.048)
(85.0502,446.602,664.036)
(460.073,412.576,664.137)
(360.455,658.322,927.756)
(535.072,582.178,659.761)
(502.962,725.31,754.336)
(524.368,536.614,614.191)
(331.494,705.975,482.726)
(48.3586,603.22,672.974)
(257.547,400.624,528.9)
(308.704,774.617,874.002)
(440.998,425.194,584.559)
(472.795,704.038,574.088)
(251.146,731.6,886.273)
(161.128,792.713,607.842)
(193.908,769.114,836.834)
(137.247,409.463,647.909)
(237.448,840.047,680.613)
(258.91,463.559,481.909)
(371.669,604.894,929.36)
(61.9316,620.292,796.013)
(245.652,551.352,445.565)
(359.036,604.247,464.228)
(149.394,406.07,590.897)
(229.835,831.697,764.238)
(340.148,818.698,790.707)
(243.417,829.057,752.587)
(338.517,734.837,901.471)
(153.58,791.623,672.173)
(378.706,765.238,536.485)
(325.304,743.208,880.492)
(167.018,796.602,706.043)
(418.736,728.942,546.72)
(140.296,610.053,507.775)
(432.736,440.839,568.091)
(189.407,786.284,809.05)
(457.366,752.274,805.928)
(327.746,469.916,487.621)
(281.067,638.998,457.161)
(540.326,550.958,702.104)
(523.18,521.29,662.689)
(354.783,441.35,883.991)
(285.684,634.879,448.606)
(127.336,647.143,519.744)
(521.18,535.749,731.733)
(95.2204,717.166,589.426)
(437.89,747.704,816.234)
(467.183,735.002,786.926)
(64.2302,480.361,647.615)
(326.874,788.284,846.018)
(347.396,350.115,709.111)
(214.668,834.585,719.215)
(132.618,773.187,609.377)
(377.136,366.429,770.998)
(264.734,750.728,519.812)
(69.6079,691.502,614.623)
(121.754,742.608,586.661)
(322.076,471.3,476.75)
(447.621,784.584,715.917)
(63.6606,511.829,782.36)
(99.4047,508.356,832.383)
(289.092,782.239,854.295)
(388.707,356.449,655.868)
(502.176,567.726,824.804)
(133.381,679.56,880.377)
(222.122,584.256,450.274)
(276.571,482.028,919.09)
(72.3341,717.973,711.395)
(491.059,513.128,570.155)
(127.002,744.847,577.809)
(529.229,520.962,613.273)
(367.634,646.036,928.598)
(301.261,772.147,867.623)
(74.9338,675.248,590.224)
(203.126,644.587,921.286)
(361.614,533.431,456.269)
(274.847,477.755,905.224)
(155.541,800.379,667.642)
(390.588,491.225,495.967)
(455.568,612.271,896.945)
(389.159,766.35,540.168)
(385.326,827.639,704.263)
(306.589,699.696,462.157)
(157.342,590.57,482.379)
(519.454,471.972,672.222)
(509.97,496.368,616.766)
(190.632,369.162,671.058)
(254.698,813.992,797.833)
(64.4389,689.09,637.014)
(235.239,605.095,931.049)
(186.229,504.245,470.482)
(85.6505,552.186,827.727)
(416.093,380.657,756.119)
(328.628,354.943,761.976)
(116.003,642.54,868.986)
(349.459,845.019,702.928)
(257.576,584.101,450.564)
(305.935,591.355,451.733)
(83.7649,453.222,668.417)
(434.049,426.867,802.107)
(163.843,388.57,757.416)
(394.134,379.447,626.489)
(266.923,349.482,674.689)
(207.136,672.859,919.297)
(459.06,404.733,727.768)
(159.55,397.639,746.744)
(152.064,422.088,809.936)
(93.3565,434.968,702.029)
(451.653,791.581,735.567)
(435.801,510.174,891.906)
(120.004,647.112,868.601)
(254.006,833.974,753.389)
(227.147,785.548,834.778)
(510.626,643.237,787.752)
(487.963,652.972,538.111)
(418.441,375.446,689.866)
(232.957,391.755,540.251)
(184.577,356.765,665.082)
(267.954,372.68,802.38)
(171.399,420.767,836.809)
(465.569,513.488,538.686)
(484.616,487.479,594.559)
(465.267,599.628,514.381)
(64.5128,668.43,639.946)
(390.072,816.439,638.878)
(138.043,410.019,701.586)
